"No.","Time","Source","Destination","Protocol","Length","Info","Text","Bit Value"
"19752","80.610982","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=308&y=31&event=mousemove HTTP/1.1 ","",""
"19764","80.625565","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=308&y=30&event=mousemove HTTP/1.1 ","",""
"19776","80.641373","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=309&y=30&event=mousemove HTTP/1.1 ","",""
"19788","80.676074","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=311&y=28&event=mousemove HTTP/1.1 ","",""
"19800","80.692276","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=312&y=27&event=mousemove HTTP/1.1 ","",""
"19812","80.710629","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=313&y=26&event=mousemove HTTP/1.1 ","",""
"19824","80.753452","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=314&y=25&event=mousemove HTTP/1.1 ","",""
"19836","80.773539","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=315&y=24&event=mousemove HTTP/1.1 ","",""
"19841","80.780165","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=316&y=23&event=mousemove HTTP/1.1 ","",""
"19860","80.790456","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=317&y=23&event=mousemove HTTP/1.1 ","",""
"19872","80.824644","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=21&event=mousemove HTTP/1.1 ","",""
"19884","80.841766","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=21&event=mousemove HTTP/1.1 ","",""
"19896","80.870315","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=20&event=mousemove HTTP/1.1 ","",""
"19908","80.894153","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=20&event=mousemove HTTP/1.1 ","",""
"19920","81.256101","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=18&event=mousemove HTTP/1.1 ","",""
"19932","81.335667","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=17&event=mousedown HTTP/1.1 ","",""
"19944","81.574594","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=19&event=mousemove HTTP/1.1 ","",""
"19956","81.637861","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=20&event=mousemove HTTP/1.1 ","",""
"19968","81.721880","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=22&event=mousemove HTTP/1.1 ","",""
"19980","81.749612","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=23&event=mousemove HTTP/1.1 ","",""
"19992","81.773068","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=24&event=mousemove HTTP/1.1 ","",""
"20004","81.780596","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=322&y=25&event=mousemove HTTP/1.1 ","",""
"20016","81.846836","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=28&event=mousemove HTTP/1.1 ","",""
"20028","81.864886","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=29&event=mousemove HTTP/1.1 ","",""
"20040","81.885547","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=30&event=mousemove HTTP/1.1 ","",""
"20052","81.899652","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=31&event=mousemove HTTP/1.1 ","",""
"20064","81.917262","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=327&y=31&event=mousemove HTTP/1.1 ","",""
"20076","81.932624","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=328&y=33&event=mousemove HTTP/1.1 ","",""
"20088","81.967390","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=34&event=mousemove HTTP/1.1 ","",""
"20100","81.970628","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=35&event=mousemove HTTP/1.1 ","",""
"20112","81.994098","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=331&y=36&event=mousemove HTTP/1.1 ","",""
"20124","82.025461","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=332&y=37&event=mousemove HTTP/1.1 ","",""
"20136","82.037173","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=334&y=39&event=mousemove HTTP/1.1 ","",""
"20148","82.113531","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=337&y=41&event=mousemove HTTP/1.1 ","",""
"20160","82.138735","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=338&y=41&event=mousemove HTTP/1.1 ","",""
"20172","82.149124","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=338&y=42&event=mousemove HTTP/1.1 ","",""
"20184","82.181973","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=339&y=43&event=mousemove HTTP/1.1 ","",""
"20196","82.198196","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=340&y=43&event=mousemove HTTP/1.1 ","",""
"20208","82.233065","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=44&event=mousemove HTTP/1.1 ","",""
"20220","82.250626","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=342&y=45&event=mousemove HTTP/1.1 ","",""
"20232","82.268120","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=343&y=45&event=mousemove HTTP/1.1 ","",""
"20244","82.286339","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=343&y=46&event=mousemove HTTP/1.1 ","",""
"20256","82.302482","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=344&y=46&event=mousemove HTTP/1.1 ","",""
"20268","82.316371","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=345&y=47&event=mousemove HTTP/1.1 ","",""
"20280","82.339208","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=346&y=48&event=mousemove HTTP/1.1 ","",""
"20292","82.347813","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=347&y=48&event=mousemove HTTP/1.1 ","",""
"20304","82.371014","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=347&y=49&event=mousemove HTTP/1.1 ","",""
"20316","82.380635","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=348&y=49&event=mousemove HTTP/1.1 ","",""
"20328","82.400764","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=348&y=50&event=mousemove HTTP/1.1 ","",""
"20340","82.421473","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=349&y=50&event=mousemove HTTP/1.1 ","",""
"20350","82.433084","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=349&y=51&event=mousemove HTTP/1.1 ","",""
"20360","82.450862","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=350&y=51&event=mousemove HTTP/1.1 ","",""
"20372","82.465818","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=350&y=52&event=mousemove HTTP/1.1 ","",""
"20384","82.503766","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=351&y=53&event=mousemove HTTP/1.1 ","",""
"20396","82.518652","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=352&y=54&event=mousemove HTTP/1.1 ","",""
"20408","82.548560","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=352&y=55&event=mousemove HTTP/1.1 ","",""
"20420","82.569580","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=353&y=55&event=mousemove HTTP/1.1 ","",""
"20432","82.585375","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=354&y=56&event=mousemove HTTP/1.1 ","",""
"20444","82.665791","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=356&y=58&event=mousemove HTTP/1.1 ","",""
"20456","82.701099","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=58&event=mousemove HTTP/1.1 ","",""
"20468","82.716276","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=59&event=mousemove HTTP/1.1 ","",""
"20480","82.748335","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=60&event=mousemove HTTP/1.1 ","",""
"20492","82.785221","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=61&event=mousemove HTTP/1.1 ","",""
"20504","82.817289","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=62&event=mousemove HTTP/1.1 ","",""
"20516","82.847779","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=63&event=mousemove HTTP/1.1 ","",""
"20528","82.884638","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=64&event=mousemove HTTP/1.1 ","",""
"20540","83.187845","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=63&event=mousemove HTTP/1.1 ","",""
"20552","83.222454","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=63&event=mousemove HTTP/1.1 ","",""
"20564","83.235058","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=62&event=mousemove HTTP/1.1 ","",""
"20576","83.253250","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=356&y=62&event=mousemove HTTP/1.1 ","",""
"20588","83.276532","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=355&y=61&event=mousemove HTTP/1.1 ","",""
"20600","83.285902","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=354&y=61&event=mousemove HTTP/1.1 ","",""
"20612","83.333698","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=352&y=59&event=mousemove HTTP/1.1 ","",""
"20624","83.347180","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=351&y=59&event=mousemove HTTP/1.1 ","",""
"20636","83.362509","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=350&y=58&event=mousemove HTTP/1.1 ","",""
"20648","83.383960","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=349&y=57&event=mousemove HTTP/1.1 ","",""
"20660","83.394520","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=348&y=57&event=mousemove HTTP/1.1 ","",""
"20672","83.416734","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=347&y=56&event=mousemove HTTP/1.1 ","",""
"20684","83.436981","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=346&y=55&event=mousemove HTTP/1.1 ","",""
"20696","83.444635","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=345&y=54&event=mousemove HTTP/1.1 ","",""
"20708","83.466601","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=343&y=52&event=mousemove HTTP/1.1 ","",""
"20720","83.487571","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=342&y=51&event=mousemove HTTP/1.1 ","",""
"20732","83.502548","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=342&y=50&event=mousemove HTTP/1.1 ","",""
"20744","83.549593","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=48&event=mousemove HTTP/1.1 ","",""
"20756","83.599206","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=47&event=mousemove HTTP/1.1 ","",""
"20768","83.662661","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=46&event=mousemove HTTP/1.1 ","",""
"20780","83.701988","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=45&event=mousemove HTTP/1.1 ","",""
"20792","83.744264","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=340&y=44&event=mousemove HTTP/1.1 ","",""
"20804","84.022030","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=339&y=42&event=mousemove HTTP/1.1 ","",""
"20816","84.465201","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=337&y=42&event=mousemove HTTP/1.1 ","",""
"20828","84.485175","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=335&y=44&event=mousemove HTTP/1.1 ","",""
"20840","84.506579","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=334&y=45&event=mousemove HTTP/1.1 ","",""
"20852","84.513013","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=333&y=45&event=mousemove HTTP/1.1 ","",""
"20864","84.519917","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=332&y=46&event=mousemove HTTP/1.1 ","",""
"20876","84.540621","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=332&y=47&event=mousemove HTTP/1.1 ","",""
"20888","84.548955","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=331&y=47&event=mousemove HTTP/1.1 ","",""
"20900","84.558455","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=331&y=48&event=mousemove HTTP/1.1 ","",""
"20912","84.567730","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=330&y=48&event=mousemove HTTP/1.1 ","",""
"20924","84.596283","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=330&y=49&event=mousemove HTTP/1.1 ","",""
"20936","84.597645","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=49&event=mousemove HTTP/1.1 ","",""
"20948","84.621446","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=50&event=mousemove HTTP/1.1 ","",""
"20960","84.631409","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=328&y=50&event=mousemove HTTP/1.1 ","",""
"20972","84.649379","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=327&y=52&event=mousemove HTTP/1.1 ","",""
"20984","84.697026","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=54&event=mousemove HTTP/1.1 ","",""
"20996","84.712914","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=55&event=mousemove HTTP/1.1 ","",""
"21008","84.732570","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=56&event=mousemove HTTP/1.1 ","",""
"21020","84.748753","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=57&event=mousemove HTTP/1.1 ","",""
"21032","84.783082","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=58&event=mousemove HTTP/1.1 ","",""
"21044","84.809934","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=58&event=mousemove HTTP/1.1 ","",""
"21056","84.815391","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=59&event=mousemove HTTP/1.1 ","",""
"21068","84.897978","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=62&event=mousemove HTTP/1.1 ","",""
"21080","84.914432","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=63&event=mousemove HTTP/1.1 ","",""
"21092","84.947831","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=319&y=64&event=mousemove HTTP/1.1 ","",""
"21102","84.980241","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=318&y=65&event=mousemove HTTP/1.1 ","",""
"21114","85.015705","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=318&y=66&event=mousemove HTTP/1.1 ","",""
"21126","85.058862","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=317&y=66&event=mousemove HTTP/1.1 ","",""
"21138","85.071955","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=317&y=67&event=mousemove HTTP/1.1 ","",""
"21150","85.268363","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=66&event=mousemove HTTP/1.1 ","",""
"21162","85.276550","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=319&y=65&event=mousemove HTTP/1.1 ","",""
"21174","85.297020","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=65&event=mousemove HTTP/1.1 ","",""
"21186","85.304790","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=64&event=mousemove HTTP/1.1 ","",""
"21198","85.312326","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=63&event=mousemove HTTP/1.1 ","",""
"21210","85.336260","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=322&y=62&event=mousemove HTTP/1.1 ","",""
"21222","85.339777","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=61&event=mousemove HTTP/1.1 ","",""
"21234","85.348512","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=60&event=mousemove HTTP/1.1 ","",""
"21246","85.375008","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=327&y=58&event=mousemove HTTP/1.1 ","",""
"21258","85.393464","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=56&event=mousemove HTTP/1.1 ","",""
"21270","85.445010","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=333&y=53&event=mousemove HTTP/1.1 ","",""
"21282","85.483151","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=335&y=51&event=mousemove HTTP/1.1 ","",""
"21294","85.506969","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=336&y=50&event=mousemove HTTP/1.1 ","",""
"21306","85.533950","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=337&y=49&event=mousemove HTTP/1.1 ","",""
"21318","85.569950","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=338&y=48&event=mousemove HTTP/1.1 ","",""
"21330","85.587056","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=339&y=47&event=mousemove HTTP/1.1 ","",""
"21342","85.651273","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=342&y=43&event=mousemove HTTP/1.1 ","",""
"21354","85.669490","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=343&y=42&event=mousemove HTTP/1.1 ","",""
"21366","85.688729","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=344&y=41&event=mousemove HTTP/1.1 ","",""
"21378","85.708475","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=345&y=40&event=mousemove HTTP/1.1 ","",""
"21390","85.717979","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=346&y=39&event=mousemove HTTP/1.1 ","",""
"21402","85.739619","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=346&y=38&event=mousemove HTTP/1.1 ","",""
"21414","85.750338","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=347&y=36&event=mousemove HTTP/1.1 ","",""
"21426","85.775108","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=348&y=36&event=mousemove HTTP/1.1 ","",""
"21438","85.788100","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=349&y=35&event=mousemove HTTP/1.1 ","",""
"21448","85.800147","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=351&y=33&event=mousemove HTTP/1.1 ","",""
"21460","85.835768","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=352&y=32&event=mousemove HTTP/1.1 ","",""
"21472","85.886537","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=352&y=31&event=mousemove HTTP/1.1 ","",""
"21484","85.903740","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=353&y=30&event=mousemove HTTP/1.1 ","",""
"21496","85.917410","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=354&y=30&event=mousemove HTTP/1.1 ","",""
"21508","85.941224","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=355&y=29&event=mousemove HTTP/1.1 ","",""
"21518","85.950140","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=356&y=28&event=mousemove HTTP/1.1 ","",""
"21530","85.975256","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=356&y=27&event=mousemove HTTP/1.1 ","",""
"21542","85.996703","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=25&event=mousemove HTTP/1.1 ","",""
"21554","86.006653","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=24&event=mousemove HTTP/1.1 ","",""
"21566","86.024107","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=23&event=mousemove HTTP/1.1 ","",""
"21578","86.036533","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=21&event=mousemove HTTP/1.1 ","",""
"21590","86.053042","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=20&event=mousemove HTTP/1.1 ","",""
"21602","86.083516","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=18&event=mousemove HTTP/1.1 ","",""
"21614","86.366926","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=360&y=17&event=mouseup HTTP/1.1 ","",""
"21626","86.525750","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=361&y=17&event=mousemove HTTP/1.1 ","",""
"21638","86.549619","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=362&y=17&event=mousemove HTTP/1.1 ","",""
"21650","86.552503","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=363&y=17&event=mousemove HTTP/1.1 ","",""
"21662","86.561264","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=364&y=17&event=mousemove HTTP/1.1 ","",""
"21674","86.571697","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=365&y=17&event=mousemove HTTP/1.1 ","",""
"21686","86.591399","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=365&y=18&event=mousemove HTTP/1.1 ","",""
"21698","86.600976","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=366&y=18&event=mousemove HTTP/1.1 ","",""
"21710","86.607600","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=367&y=18&event=mousemove HTTP/1.1 ","",""
"21722","86.624410","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=369&y=18&event=mousemove HTTP/1.1 ","",""
"21734","86.769157","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=370&y=18&event=mousemove HTTP/1.1 ","",""
"21746","86.812041","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=371&y=18&event=mousemove HTTP/1.1 ","",""
"21758","86.824429","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=371&y=19&event=mousemove HTTP/1.1 ","",""
"21770","86.858528","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=372&y=19&event=mousemove HTTP/1.1 ","",""
"21782","86.876866","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=373&y=19&event=mousemove HTTP/1.1 ","",""
"21787","86.877356","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=374&y=19&event=mousemove HTTP/1.1 ","",""
"21806","86.902215","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=375&y=19&event=mousemove HTTP/1.1 ","",""
"21816","86.907623","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=376&y=19&event=mousemove HTTP/1.1 ","",""
"21828","86.951490","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=377&y=19&event=mousemove HTTP/1.1 ","",""
"21838","86.997246","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=378&y=19&event=mousemove HTTP/1.1 ","",""
"21848","87.067829","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=379&y=19&event=mousemove HTTP/1.1 ","",""
"21860","87.310987","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=380&y=19&event=mousemove HTTP/1.1 ","",""
"21872","87.341686","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=381&y=19&event=mousemove HTTP/1.1 ","",""
"21884","87.365607","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=382&y=19&event=mousemove HTTP/1.1 ","",""
"21896","87.515200","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=383&y=19&event=mousemove HTTP/1.1 ","",""
"21908","87.540274","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=19&event=mousemove HTTP/1.1 ","",""
"21920","87.549775","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=18&event=mousemove HTTP/1.1 ","",""
"21932","87.558468","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=385&y=18&event=mousemove HTTP/1.1 ","",""
"21944","87.568159","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=386&y=18&event=mousemove HTTP/1.1 ","",""
"21956","87.578243","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=387&y=18&event=mousemove HTTP/1.1 ","",""
"21968","87.597087","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=388&y=18&event=mousemove HTTP/1.1 ","",""
"21980","87.613250","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=389&y=17&event=mousemove HTTP/1.1 ","",""
"21992","87.647358","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=390&y=17&event=mousemove HTTP/1.1 ","",""
"22004","87.665251","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=392&y=17&event=mousemove HTTP/1.1 ","",""
"22016","87.696607","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=393&y=16&event=mousemove HTTP/1.1 ","",""
"22028","87.716655","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=394&y=16&event=mousemove HTTP/1.1 ","",""
"22040","87.753355","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=16&event=mousemove HTTP/1.1 ","",""
"22052","88.178038","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=17&event=mousedown HTTP/1.1 ","",""
"22064","88.292921","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=398&y=18&event=mousemove HTTP/1.1 ","",""
"22074","88.303247","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=399&y=18&event=mousemove HTTP/1.1 ","",""
"22086","88.320806","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=400&y=18&event=mousemove HTTP/1.1 ","",""
"22098","88.327413","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=401&y=18&event=mousemove HTTP/1.1 ","",""
"22110","88.338343","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=402&y=18&event=mousemove HTTP/1.1 ","",""
"22122","88.360364","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=404&y=18&event=mousemove HTTP/1.1 ","",""
"22134","88.372038","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=406&y=18&event=mousemove HTTP/1.1 ","",""
"22146","88.386403","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=407&y=17&event=mousemove HTTP/1.1 ","",""
"22158","88.419200","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=411&y=17&event=mousemove HTTP/1.1 ","",""
"22170","88.440101","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=413&y=17&event=mousemove HTTP/1.1 ","",""
"22182","88.474100","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=414&y=17&event=mousemove HTTP/1.1 ","",""
